,Seat,First_name,Last_name,Party,Votes,Year,Won,Election_date,First_Name,Last_Name,Est,Age_Semester
1,BEATY,BRYAN,BLACKBURN,VOICE,36,2001,FALSE,FALL,NA,NA,INDEPENDENT,1
2,BEATY,JEFFERY,SIMON,FUSION,197,2001,TRUE,FALL,NA,NA,SYSTEM,2
3,BEATY,LINDSAY,KANE,IGNITE,193,2002,TRUE,FALL,NA,NA,SYSTEM,2
4,BEATY,DAN,FITZPATRICK,STUDENT ALLIANCE,75,2003,FALSE,FALL,NA,NA,INDEPENDENT,2
5,BEATY,TRISTA,PEREZ,IGNITE,190,2003,TRUE,FALL,NA,NA,SYSTEM,3
6,BEATY,MATTHEW,FUTCH,ACCESS,111,2004,TRUE,FALL,NA,NA,INDEPENDENT,2
7,BEATY,KELLIE,DALE,GATOR,206,2005,TRUE,FALL,NA,NA,SYSTEM,2
8,BEATY,CAITLIN,CLAUSE,IMPACT,80,2005,FALSE,FALL,NA,NA,INDEPENDENT,2
9,BEATY,JORDAN,MCBEE,INDEPENDENT,10,2005,FALSE,FALL,NA,NA,INDEPENDENT,NA
10,BEATY,JORDAN,MCBEE,SWAMP,229,2006,TRUE,FALL,NA,NA,SYSTEM,2
11,BEATY,MARCUS,DIXON,INDEPENDENT,155,2007,FALSE,FALL,NA,NA,INDEPENDENT,NA
12,BEATY,JAMEL,LANGLEY,GATOR,251,2007,TRUE,FALL,NA,NA,SYSTEM,2
13,BEATY,GARRICK,HARDING,GATOR,280,2008,TRUE,FALL,NA,NA,SYSTEM,4
14,BEATY,JARED,MISNER,ORANGE & BLUE,127,2008,FALSE,FALL,NA,NA,INDEPENDENT,2
15,BEATY,HAYLEY,PLANT,UNITE,266,2009,TRUE,FALL,NA,NA,SYSTEM,2
16,BEATY,MARIEL,RECTOR,PROGRESS,91,2009,FALSE,FALL,NA,NA,INDEPENDENT,2
17,BEATY,MICHAEL,MORALES,ORANGE & BLUE,59,2009,FALSE,FALL,NA,NA,INDEPENDENT,4
18,BEATY,FORD,DWYER,INDEPENDENT,158,2010,FALSE,FALL,NA,NA,INDEPENDENT,NA
19,BEATY,SHAYLA,DAVIS,UNITE,211,2010,TRUE,FALL,NA,NA,SYSTEM,4
20,BEATY,JOEY,MICHAELS,UNITE,272,2011,TRUE,FALL,NA,NA,SYSTEM,6
21,BEATY,ALEXANDER,COHEN,STUDENTS PARTY,62,2011,FALSE,FALL,NA,NA,INDEPENDENT,1
22,BEATY,MATTHEW,REYNOLDS,SWAMP,206,2013,TRUE,FALL,NA,NA,SYSTEM,3
23,BEATY,RACHEL,COOK,SWAMP,236,2014,TRUE,FALL,NA,NA,SYSTEM,5
24,BEATY,JUSTIN,ORTIZ,ACCESS,139,2015,FALSE,FALL,NA,NA,INDEPENDENT,2
25,BEATY,ANNA,BENSOUSSAN,IMPACT,224,2015,TRUE,FALL,NA,NA,SYSTEM,1
26,BEATY,JEREMY,MURILLO,INDEPENDENT,166,2016,FALSE,FALL,NA,NA,INDEPENDENT,NA
27,BEATY,EMILY,DUNSON,IMPACT,172,2016,TRUE,FALL,NA,NA,SYSTEM,3
28,BEATY,NICOLE,CARUSO,IMPACT,97,2017,FALSE,FALL,NA,NA,SYSTEM,5
29,BEATY,KEVIN,NGUYEN,INSPIRE,144,2017,TRUE,FALL,NA,NA,INDEPENDENT,1
30,BEATY,ELIZABETH,CHAUNCEY,SWAMP,200,2012,TRUE,FALL,NA,NA,SYSTEM,1
31,BEATY,SEAN,THOMAS,STUDENTS PARTY,50,2012,FALSE,FALL,NA,NA,INDEPENDENT,1
32,BROWARD,DANIEL,BROCK,INDEPENDENT,12,2000,FALSE,FALL,NA,NA,INDEPENDENT,NA
33,BROWARD,ASHLEE,STAHL,SUN,185,2000,FALSE,FALL,NA,NA,INDEPENDENT,1
34,BROWARD,LAQUITA,SMITH,IMPACT,188,2000,TRUE,FALL,NA,NA,SYSTEM,1
35,BROWARD,JESSICA,HORWITZ,VOICE,117,2001,FALSE,FALL,NA,NA,INDEPENDENT,1
36,BROWARD,JOSEPH,GOLDBERG,FUSION,357,2001,TRUE,FALL,NA,NA,SYSTEM,2
37,BROWARD,KATHERINE,FRAGA,INDEPENDENT,30,2002,FALSE,FALL,NA,NA,INDEPENDENT,NA
38,BROWARD,MIKE,REYNOLDS,INDEPENDENT,50,2002,FALSE,FALL,NA,NA,INDEPENDENT,NA
39,BROWARD,STEPHANIE,COOPER,IGNITE,205,2002,TRUE,FALL,NA,NA,SYSTEM,2
40,BROWARD,BRIAN,OFFENTHER,STUDENT ALLIANCE,212,2003,FALSE,FALL,NA,NA,INDEPENDENT,2
41,BROWARD,MATTHEW,CHAMOFF,IGNITE,249,2003,TRUE,FALL,NA,NA,SYSTEM,3
42,BROWARD,BRIA,GABER,ACCESS,275,2004,TRUE,FALL,NA,NA,INDEPENDENT,2
43,BROWARD,ANDREW,SHAPIRO,GATOR,275,2005,TRUE,FALL,NA,NA,SYSTEM,2
44,BROWARD,VICTOR,BARD,IMPACT,72,2005,FALSE,FALL,NA,NA,INDEPENDENT,2
45,BROWARD,CAITLIN,ROBERTS,INDEPENDENT,14,2005,FALSE,FALL,NA,NA,INDEPENDENT,NA
46,BROWARD,KEITH,HARDWICK,SWAMP,291,2006,TRUE,FALL,NA,NA,SYSTEM,2
47,BROWARD,LEIGHANNE,JOHNSON,PROGRESS,75,2007,FALSE,FALL,NA,NA,INDEPENDENT,1
48,BROWARD,LARAE,SCANTLING,GATOR,302,2007,TRUE,FALL,NA,NA,SYSTEM,2
49,BROWARD,SUMMER,LUBART,GATOR,372,2008,TRUE,FALL,NA,NA,SYSTEM,4
50,BROWARD,RAJ,JAYANTHAN,ORANGE & BLUE,82,2008,FALSE,FALL,NA,NA,INDEPENDENT,2
51,BROWARD,DANIEL,ROSS,UNITE,293,2009,TRUE,FALL,NA,NA,SYSTEM,2
52,BROWARD,KARLA,OROZCO,PROGRESS,111,2009,FALSE,FALL,NA,NA,INDEPENDENT,2
53,BROWARD,MARY,VELASQUEZ,PROGRESS,23,2010,FALSE,FALL,NA,NA,INDEPENDENT,1
54,BROWARD,JESSE,SCHMITT,INDEPENDENT,38,2010,FALSE,FALL,NA,NA,INDEPENDENT,NA
55,BROWARD,SEVERIN,WALSTAD,UNITE,334,2010,TRUE,FALL,NA,NA,SYSTEM,4
56,BROWARD,JACLYN,ROSEN,UNITE,382,2011,TRUE,FALL,NA,NA,SYSTEM,6
57,BROWARD,RICH,GALLIONE,INDEPENDENT,45,2011,FALSE,FALL,NA,NA,INDEPENDENT,NA
58,BROWARD,LUCAS,FEIGNBAUM,SWAMP,362,2012,TRUE,FALL,NA,NA,SYSTEM,1
59,BROWARD,REBECCA,COOPER,STUDENTS PARTY,50,2012,FALSE,FALL,NA,NA,INDEPENDENT,1
60,BROWARD,MORIAH,GAYNOR,STUDENTS PARTY,33,2013,FALSE,FALL,NA,NA,INDEPENDENT,3
61,BROWARD,SEAN,CAREY,SWAMP,404,2014,TRUE,FALL,NA,NA,SYSTEM,5
62,BROWARD,VALERIE,RYNEARSON,ACCESS,136,2015,FALSE,FALL,NA,NA,INDEPENDENT,2
63,BROWARD,JACKIE,PHILLIPS,IMPACT,313,2015,TRUE,FALL,NA,NA,SYSTEM,1
64,BROWARD,CARLY,RITTERBAND,IMPACT,286,2016,TRUE,FALL,NA,NA,SYSTEM,3
65,BROWARD,SAM,GIRSCHICK,IMPACT,226,2017,TRUE,FALL,NA,NA,SYSTEM,5
66,BROWARD  ,JACKIE,SMITH,SWAMP,417,2013,TRUE,FALL,NA,NA,SYSTEM,3
67,DISTRICT A,CLIFTON,MASTRAN,INDEPENDENT,142,2000,FALSE,FALL,NA,NA,INDEPENDENT,NA
68,DISTRICT A,JONATHAN,MITCHELL,INDEPENDENT,162,2000,FALSE,FALL,NA,NA,INDEPENDENT,NA
69,DISTRICT A,JANNE,PICK,SUN,498,2000,FALSE,FALL,NA,NA,INDEPENDENT,1
70,DISTRICT A,LAURENCE,BOLOTIN,SUN,505,2000,FALSE,FALL,NA,NA,INDEPENDENT,1
71,DISTRICT A,MEGAN,WESTFALL,SUN,516,2000,FALSE,FALL,NA,NA,INDEPENDENT,1
72,DISTRICT A,JULIE,ADAMS,SUN,539,2000,FALSE,FALL,NA,NA,INDEPENDENT,1
73,DISTRICT A,ASHLEY,VOGHT,SUN,557,2000,FALSE,FALL,NA,NA,INDEPENDENT,1
74,DISTRICT A,ANNA,SHEA,SUN,560,2000,FALSE,FALL,NA,NA,INDEPENDENT,1
75,DISTRICT A,JAMIE,WICKER,IMPACT,570,2000,TRUE,FALL,NA,NA,SYSTEM,1
76,DISTRICT A,LOU,ROSELLI,IMPACT,593,2000,TRUE,FALL,NA,NA,SYSTEM,1
77,DISTRICT A,MONIQUE,PARDO,IMPACT,611,2000,TRUE,FALL,NA,NA,SYSTEM,1
78,DISTRICT A,MARISA,BENNETT,IMPACT,613,2000,TRUE,FALL,NA,NA,SYSTEM,1
79,DISTRICT A,PATRICK,NUTT,IMPACT,640,2000,TRUE,FALL,NA,NA,SYSTEM,1
80,DISTRICT A,HEATHER,TOWNSEND,IMPACT,642,2000,TRUE,FALL,NA,NA,SYSTEM,1
81,DISTRICT A,GREER,GLOVER,IMPACT,649,2000,TRUE,FALL,NA,NA,SYSTEM,1
82,DISTRICT A,ANTOINE,FADDOUL,VOICE,163,2001,FALSE,FALL,NA,NA,INDEPENDENT,1
83,DISTRICT A,STEVEN,LORENZO,VOICE,167,2001,FALSE,FALL,NA,NA,INDEPENDENT,1
84,DISTRICT A,MAC,PIERRE-LOUIS,VOICE,172,2001,FALSE,FALL,NA,NA,INDEPENDENT,1
85,DISTRICT A,EMILY,GUEY,VOICE,182,2001,FALSE,FALL,NA,NA,INDEPENDENT,1
86,DISTRICT A,DARA,JEBROCK,FUSION,731,2001,TRUE,FALL,NA,NA,SYSTEM,2
87,DISTRICT A,LAQUITA,SMITH,FUSION,734,2001,TRUE,FALL,NA,NA,SYSTEM,2
88,DISTRICT A,CAROLINE,ROTTENSTEINER,FUSION,737,2001,TRUE,FALL,NA,NA,SYSTEM,2
89,DISTRICT A,PATRICK,JACKSON,FUSION,747,2001,TRUE,FALL,NA,NA,SYSTEM,2
90,DISTRICT A,JOHN,HOOKER,FUSION,748,2001,TRUE,FALL,NA,NA,SYSTEM,2
91,DISTRICT A,AMANDA,COOPER,FUSION,771,2001,TRUE,FALL,NA,NA,SYSTEM,2
92,DISTRICT A,ANNA,AVERY,FUSION,778,2001,TRUE,FALL,NA,NA,SYSTEM,2
93,DISTRICT A,GUY,GUERRIER,IGNITE,383,2002,TRUE,FALL,NA,NA,SYSTEM,2
94,DISTRICT A,JOHN,GLEBER,IGNITE,389,2002,TRUE,FALL,NA,NA,SYSTEM,2
95,DISTRICT A,CASSIE,LOUGEE,IGNITE,397,2002,TRUE,FALL,NA,NA,SYSTEM,2
96,DISTRICT A,ANDREA,ROTTENSTEINER,IGNITE,407,2002,TRUE,FALL,NA,NA,SYSTEM,2
97,DISTRICT A,YSABEL,CRUZ,IGNITE,413,2002,TRUE,FALL,NA,NA,SYSTEM,2
98,DISTRICT A,JOHN,HOOKER,IGNITE,415,2002,TRUE,FALL,NA,NA,SYSTEM,2
99,DISTRICT A,LISA,ABBOT,IGNITE,427,2002,TRUE,FALL,NA,NA,SYSTEM,2
100,DISTRICT A,IAN,RICHARD,STUDENT ALLIANCE,191,2003,FALSE,FALL,NA,NA,INDEPENDENT,2
101,DISTRICT A,BETHANY,O'NEILL,STUDENT ALLIANCE,195,2003,FALSE,FALL,NA,NA,INDEPENDENT,2
102,DISTRICT A,PAUL,LOWE,STUDENT ALLIANCE,198,2003,FALSE,FALL,NA,NA,INDEPENDENT,2
103,DISTRICT A,GALEN,WOOD,STUDENT ALLIANCE,199,2003,FALSE,FALL,NA,NA,INDEPENDENT,2
104,DISTRICT A,MATT,MOODY,STUDENT ALLIANCE,204,2003,FALSE,FALL,NA,NA,INDEPENDENT,2
105,DISTRICT A,JENNIFER,HOTSKO,STUDENT ALLIANCE,205,2003,FALSE,FALL,NA,NA,INDEPENDENT,2
106,DISTRICT A,MEGAN,DALY,STUDENT ALLIANCE,207,2003,FALSE,FALL,NA,NA,INDEPENDENT,2
107,DISTRICT A,DIANE,KASSIM,IGNITE,595,2003,TRUE,FALL,NA,NA,SYSTEM,3
108,DISTRICT A,LAURA,RUHL,IGNITE,603,2003,TRUE,FALL,NA,NA,SYSTEM,3
109,DISTRICT A,MARY,MCCAGUE,IGNITE,604,2003,TRUE,FALL,NA,NA,SYSTEM,3
110,DISTRICT A,DEAN,CHESHIRE,IGNITE,611,2003,TRUE,FALL,NA,NA,SYSTEM,3
111,DISTRICT A,ASHLEY,HINTON,IGNITE,616,2003,TRUE,FALL,NA,NA,SYSTEM,3
112,DISTRICT A,YSABEL,CRUZ,IGNITE,619,2003,TRUE,FALL,NA,NA,SYSTEM,3
113,DISTRICT A,DAYNE,MORKEL,INDEPENDENT,88,2004,FALSE,FALL,NA,NA,INDEPENDENT,NA
114,DISTRICT A,ERIC,SWAMSON,INDEPENDENT,103,2004,FALSE,FALL,NA,NA,INDEPENDENT,NA
115,DISTRICT A,GALEN,WOOD,INDEPENDENT,105,2004,FALSE,FALL,NA,NA,INDEPENDENT,NA
116,DISTRICT A,AARON,WARREN,INDEPENDENT,106,2004,FALSE,FALL,NA,NA,INDEPENDENT,NA
117,DISTRICT A,EMILY,KISER,INDEPENDENT,121,2004,FALSE,FALL,NA,NA,INDEPENDENT,NA
118,DISTRICT A,ALEXANDER,PATINO,ACCESS,475,2004,TRUE,FALL,NA,NA,INDEPENDENT,2
119,DISTRICT A,MATT,ZALTSBERG,ACCESS,478,2004,TRUE,FALL,NA,NA,INDEPENDENT,2
120,DISTRICT A,MICHELLE,MODISETT,ACCESS,479,2004,TRUE,FALL,NA,NA,INDEPENDENT,2
121,DISTRICT A,DIANE,KASSIM,ACCESS,494,2004,TRUE,FALL,NA,NA,INDEPENDENT,2
122,DISTRICT A,JAMIE,WATHEN,ACCESS,498,2004,TRUE,FALL,NA,NA,INDEPENDENT,2
123,DISTRICT A,NINA,DEJONG,ACCESS,500,2004,TRUE,FALL,NA,NA,INDEPENDENT,2
124,DISTRICT A,JASON,GOLDMAN,ACCESS,504,2004,TRUE,FALL,NA,NA,INDEPENDENT,2
125,DISTRICT A,LAUREN,ASHER,GATOR,864,2005,TRUE,FALL,NA,NA,SYSTEM,2
126,DISTRICT A,MICHAEL,GEHRING,GATOR,842,2005,TRUE,FALL,NA,NA,SYSTEM,2
127,DISTRICT A,JOSH,WEISS,GATOR,838,2005,TRUE,FALL,NA,NA,SYSTEM,2
128,DISTRICT A,GEORGIA,BUCKHALTER,GATOR,833,2005,TRUE,FALL,NA,NA,SYSTEM,2
129,DISTRICT A,RACHAEL,SANDELLI,GATOR,830,2005,TRUE,FALL,NA,NA,SYSTEM,2
130,DISTRICT A,TANAZ,VAGHAIWALLA,GATOR,822,2005,TRUE,FALL,NA,NA,SYSTEM,2
131,DISTRICT A,BEN,FREEMAN,IMPACT,229,2005,FALSE,FALL,NA,NA,INDEPENDENT,2
132,DISTRICT A,EMILIE,COX,IMPACT,221,2005,FALSE,FALL,NA,NA,INDEPENDENT,2
133,DISTRICT A,BRYAN,ANDERSON,IMPACT,215,2005,FALSE,FALL,NA,NA,INDEPENDENT,2
134,DISTRICT A,JESSICA,NEAFIE,IMPACT,207,2005,FALSE,FALL,NA,NA,INDEPENDENT,2
135,DISTRICT A,MICHAEL,ITZKOWITZ,IMPACT,199,2005,FALSE,FALL,NA,NA,INDEPENDENT,2
136,DISTRICT A,RIMAL,HANIF,IMPACT,196,2005,FALSE,FALL,NA,NA,INDEPENDENT,2
137,DISTRICT A,KELLIE,DALE,SWAMP,1104,2006,TRUE,FALL,NA,NA,SYSTEM,2
138,DISTRICT A,MARYGRACE,BELL,SWAMP,1014,2006,TRUE,FALL,NA,NA,SYSTEM,2
139,DISTRICT A,LAUREN,ASHER,SWAMP,1012,2006,TRUE,FALL,NA,NA,SYSTEM,2
140,DISTRICT A,GEORGIA,BUCKHALTER,SWAMP,1010,2006,TRUE,FALL,NA,NA,SYSTEM,2
141,DISTRICT A,LYNDA,FIGUEREDO,SWAMP,1008,2006,TRUE,FALL,NA,NA,SYSTEM,2
142,DISTRICT A,JOSH,WEISS,SWAMP,1003,2006,TRUE,FALL,NA,NA,SYSTEM,2
143,DISTRICT A,TANAZ,VAGHAIWALLA,SWAMP,985,2006,TRUE,FALL,NA,NA,SYSTEM,2
144,DISTRICT A,SARA,PEEBLES,PANTS,164,2006,FALSE,FALL,NA,NA,INDEPENDENT,1
145,DISTRICT A,JACQUELINE,HIZER,PANTS,162,2006,FALSE,FALL,NA,NA,INDEPENDENT,1
146,DISTRICT A,ERNESTO,ESPEJO,ACTION,150,2006,FALSE,FALL,NA,NA,INDEPENDENT,1
147,DISTRICT A,STEPHANIE,RUBY,ACTION,149,2006,FALSE,FALL,NA,NA,INDEPENDENT,1
148,DISTRICT A,CHAD,BERNSTEIN,PANTS,148,2006,FALSE,FALL,NA,NA,INDEPENDENT,1
149,DISTRICT A,GEORGES,AUGUSTIN,INDEPENDENT,136,2006,FALSE,FALL,NA,NA,INDEPENDENT,NA
150,DISTRICT A,TOMMY,JARDON,ACTION,127,2006,FALSE,FALL,NA,NA,INDEPENDENT,1
151,DISTRICT A,SAM,MIORELLI,ACTION,116,2006,FALSE,FALL,NA,NA,INDEPENDENT,1
152,DISTRICT A,FRANK,LEUNG,ACTION,104,2006,FALSE,FALL,NA,NA,INDEPENDENT,1
153,DISTRICT A,DAN,WILLIAMS,ACTION,85,2006,FALSE,FALL,NA,NA,INDEPENDENT,1
154,DISTRICT A,SARFARAZ,SULEMAN,PROGRESS,215,2007,FALSE,FALL,NA,NA,INDEPENDENT,1
155,DISTRICT A,JOSEPH,TRIMBOLI,PROGRESS,216,2007,FALSE,FALL,NA,NA,INDEPENDENT,1
156,DISTRICT A,THOMAS,HASAN,PROGRESS,224,2007,FALSE,FALL,NA,NA,INDEPENDENT,1
157,DISTRICT A,MATTHEW,TIBBS,PROGRESS,232,2007,FALSE,FALL,NA,NA,INDEPENDENT,1
158,DISTRICT A,EVE,RIZZO,PROGRESS,269,2007,FALSE,FALL,NA,NA,INDEPENDENT,1
159,DISTRICT A,JONATHAN,FAGER,GATOR,1243,2007,TRUE,FALL,NA,NA,SYSTEM,2
160,DISTRICT A,AUDREY,GOLDMAN,GATOR,1261,2007,TRUE,FALL,NA,NA,SYSTEM,2
161,DISTRICT A,MARYGRACE,BELL,GATOR,1270,2007,TRUE,FALL,NA,NA,SYSTEM,2
162,DISTRICT A,RACHEL,GOLDBERG,GATOR,1283,2007,TRUE,FALL,NA,NA,SYSTEM,2
163,DISTRICT A,HAYLIE,MOSS,GATOR,1292,2007,TRUE,FALL,NA,NA,SYSTEM,2
164,DISTRICT A,EMILY,ALLMAN,GATOR,1611,2008,TRUE,FALL,NA,NA,SYSTEM,4
165,DISTRICT A,JESSE,SHERMAN,GATOR,1599,2008,TRUE,FALL,NA,NA,SYSTEM,4
166,DISTRICT A,ASHTON,CHARLES,GATOR,1598,2008,TRUE,FALL,NA,NA,SYSTEM,4
167,DISTRICT A,AARON,GINSBURG,GATOR,1591,2008,TRUE,FALL,NA,NA,SYSTEM,4
168,DISTRICT A,JONATHAN,FAGER,GATOR,1590,2008,TRUE,FALL,NA,NA,SYSTEM,4
169,DISTRICT A,SUZZANNE,HERSHMAN,GATOR,1586,2008,TRUE,FALL,NA,NA,SYSTEM,4
170,DISTRICT A,MEGAN,VU,GATOR,1564,2008,TRUE,FALL,NA,NA,SYSTEM,4
171,DISTRICT A,NINA,MARTINEZ,ORANGE & BLUE,674,2008,FALSE,FALL,NA,NA,INDEPENDENT,2
172,DISTRICT A,BRETT,GROSSMAN,ORANGE & BLUE,656,2008,FALSE,FALL,NA,NA,INDEPENDENT,2
173,DISTRICT A,ERIC,CONRAD,ORANGE & BLUE,639,2008,FALSE,FALL,NA,NA,INDEPENDENT,2
174,DISTRICT A,CLINT,MITCHELL,ORANGE & BLUE,636,2008,FALSE,FALL,NA,NA,INDEPENDENT,2
175,DISTRICT A,KEVIN,HACHEY,ORANGE & BLUE,623,2008,FALSE,FALL,NA,NA,INDEPENDENT,2
176,DISTRICT A,MATTHEW,TIBBS,ORANGE & BLUE,609,2008,FALSE,FALL,NA,NA,INDEPENDENT,2
177,DISTRICT A,MIRANDO,TSUKAMOTO,STUDENT,212,2008,FALSE,FALL,NA,NA,INDEPENDENT,1
178,DISTRICT A,AMANDA,LASCHEID,UNITE,1761,2009,TRUE,FALL,NA,NA,SYSTEM,2
179,DISTRICT A,SUMMER,LUBART,UNITE,1760,2009,TRUE,FALL,NA,NA,SYSTEM,2
180,DISTRICT A,CHRISTINA,BONARRIGO,UNITE,1759,2009,TRUE,FALL,NA,NA,SYSTEM,2
181,DISTRICT A,ASHTON,CHARLES,UNITE,1751,2009,TRUE,FALL,NA,NA,SYSTEM,2
182,DISTRICT A,JESSE,SHERMAN,UNITE,1738,2009,TRUE,FALL,NA,NA,SYSTEM,2
183,DISTRICT A,GIANVITO,GRIECO,UNITE,1735,2009,TRUE,FALL,NA,NA,SYSTEM,2
184,DISTRICT A,KYLE,ALLBRIGHT,UNITE,1728,2009,TRUE,FALL,NA,NA,SYSTEM,2
185,DISTRICT A,CAMERON,CONRAD,PROGRESS,315,2009,FALSE,FALL,NA,NA,INDEPENDENT,2
186,DISTRICT A,MARK,JASKOWOSKI,PROGRESS,289,2009,FALSE,FALL,NA,NA,INDEPENDENT,2
187,DISTRICT A,KEIR,LAMONT,PROGRESS,278,2009,FALSE,FALL,NA,NA,INDEPENDENT,2
188,DISTRICT A,JOE,MANASA,PROGRESS,275,2009,FALSE,FALL,NA,NA,INDEPENDENT,2
189,DISTRICT A,ANTHONY,SABATINI,PROGRESS,273,2009,FALSE,FALL,NA,NA,INDEPENDENT,2
190,DISTRICT A,JOE,RICHARD,PROGRESS,269,2009,FALSE,FALL,NA,NA,INDEPENDENT,2
191,DISTRICT A,ALAN,MARTIN,PROGRESS,250,2009,FALSE,FALL,NA,NA,INDEPENDENT,2
192,DISTRICT A,HOLLY,FRISOSKY,ORANGE & BLUE,132,2009,FALSE,FALL,NA,NA,INDEPENDENT,4
193,DISTRICT A,CAIN,NORRIS,ORANGE & BLUE,129,2009,FALSE,FALL,NA,NA,INDEPENDENT,4
194,DISTRICT A,KYLE,HUEY,ORANGE & BLUE,127,2009,FALSE,FALL,NA,NA,INDEPENDENT,4
195,DISTRICT A,HAE-SUN,LA,ORANGE & BLUE,126,2009,FALSE,FALL,NA,NA,INDEPENDENT,4
196,DISTRICT A,GRAHAM,CLARK,ORANGE & BLUE,124,2009,FALSE,FALL,NA,NA,INDEPENDENT,4
197,DISTRICT A,JUSTIN,WILLEMS,ORANGE & BLUE,115,2009,FALSE,FALL,NA,NA,INDEPENDENT,4
198,DISTRICT A,PAT,TRIMBOLI,ORANGE & BLUE,102,2009,FALSE,FALL,NA,NA,INDEPENDENT,4
199,DISTRICT A,MIGUEL,LOPEZ,PROGRESS,283,2010,FALSE,FALL,NA,NA,INDEPENDENT,1
200,DISTRICT A,INGRID,TOJANCI,UNITE,1714,2010,TRUE,FALL,NA,NA,SYSTEM,4
201,DISTRICT A,CHRISTINA,BONARRIGO,UNITE,1762,2010,TRUE,FALL,NA,NA,SYSTEM,4
202,DISTRICT A,JOSEPH,LANCOS,UNITE,1788,2010,TRUE,FALL,NA,NA,SYSTEM,4
203,DISTRICT A,LIMARY,GONZALEZ,UNITE,1789,2010,TRUE,FALL,NA,NA,SYSTEM,4
204,DISTRICT A,CECELIA,HARDWICK,UNITE,1793,2010,TRUE,FALL,NA,NA,SYSTEM,4
205,DISTRICT A,ALEXANDRA,MOORE,UNITE,1797,2010,TRUE,FALL,NA,NA,SYSTEM,4
206,DISTRICT A,EMILY,O�KEEFE,UNITE,1804,2010,TRUE,FALL,NA,NA,SYSTEM,4
207,DISTRICT A,BROOKE,EUBANKS,UNITE,1600,2011,TRUE,FALL,NA,NA,SYSTEM,6
208,DISTRICT A,CHRISTINA,BONARRIGO,UNITE,1594,2011,TRUE,FALL,NA,NA,SYSTEM,6
209,DISTRICT A,TREVOR,ABBOTT,UNITE,1593,2011,TRUE,FALL,NA,NA,SYSTEM,6
210,DISTRICT A,ALEXA,LIPKE,UNITE,1587,2011,TRUE,FALL,NA,NA,SYSTEM,6
211,DISTRICT A,ALEX,COHEN,UNITE,1583,2011,TRUE,FALL,NA,NA,SYSTEM,6
212,DISTRICT A,SHELLEY,GREENSPAN,UNITE,1571,2011,TRUE,FALL,NA,NA,SYSTEM,6
213,DISTRICT A,MISSY,PEREZ,UNITE,1557,2011,TRUE,FALL,NA,NA,SYSTEM,6
214,DISTRICT A,OLIVER,MOLL,UNITE,1537,2011,TRUE,FALL,NA,NA,SYSTEM,6
215,DISTRICT A,KYLE,COLLINS,STUDENTS PARTY,251,2011,FALSE,FALL,NA,NA,INDEPENDENT,1
216,DISTRICT A,ERIC,CONRAD,STUDENTS PARTY,231,2011,FALSE,FALL,NA,NA,INDEPENDENT,1
217,DISTRICT A,MAX,STEIN,STUDENTS PARTY,228,2011,FALSE,FALL,NA,NA,INDEPENDENT,1
218,DISTRICT A,MITCHELL,NORTON,STUDENTS PARTY,222,2011,FALSE,FALL,NA,NA,INDEPENDENT,1
219,DISTRICT A,MORGAN,VOLLRATH,STUDENTS PARTY,217,2011,FALSE,FALL,NA,NA,INDEPENDENT,1
220,DISTRICT A,SYDNEY,KAPLAN,SWAMP,1488,2012,TRUE,FALL,NA,NA,SYSTEM,1
221,DISTRICT A,MALLORY,ALONSO,SWAMP,1481,2012,TRUE,FALL,NA,NA,SYSTEM,1
222,DISTRICT A,JOEY,MICHAELS,SWAMP,1476,2012,TRUE,FALL,NA,NA,SYSTEM,1
223,DISTRICT A,DANIELLE,LEHRER,SWAMP,1468,2012,TRUE,FALL,NA,NA,SYSTEM,1
224,DISTRICT A,KELLY,VIDAL,SWAMP,1460,2012,TRUE,FALL,NA,NA,SYSTEM,1
225,DISTRICT A,JACLYN,ROSEN,SWAMP,1456,2012,TRUE,FALL,NA,NA,SYSTEM,1
226,DISTRICT A,CHRISTINA,BONARRIGO,SWAMP,1447,2012,TRUE,FALL,NA,NA,SYSTEM,1
227,DISTRICT A,JUSTIN,SHIFRIN,SWAMP,1442,2012,TRUE,FALL,NA,NA,SYSTEM,1
228,DISTRICT A,QUINN,RICHMAN,SWAMP,1427,2012,TRUE,FALL,NA,NA,SYSTEM,1
229,DISTRICT A,CHRISTINA,FORD,STUDENTS PARTY,341,2012,FALSE,FALL,NA,NA,INDEPENDENT,1
230,DISTRICT A,WILL,BALDOCK,STUDENTS PARTY,337,2012,FALSE,FALL,NA,NA,INDEPENDENT,1
231,DISTRICT A,RACHEL,MCGOVERN,STUDENTS PARTY,332,2012,FALSE,FALL,NA,NA,INDEPENDENT,1
232,DISTRICT A,PAUL,RICE,STUDENTS PARTY,314,2012,FALSE,FALL,NA,NA,INDEPENDENT,1
233,DISTRICT A,DANIEL,KENNEDY,STUDENTS PARTY,312,2012,FALSE,FALL,NA,NA,INDEPENDENT,1
234,DISTRICT A,ROCKFORD,DIAS,STUDENTS PARTY,310,2012,FALSE,FALL,NA,NA,INDEPENDENT,1
235,DISTRICT A,NIGEL,WOODFORK,STUDENTS PARTY,297,2012,FALSE,FALL,NA,NA,INDEPENDENT,1
236,DISTRICT A,JONATHAN,METZGER,STUDENTS PARTY,290,2012,FALSE,FALL,NA,NA,INDEPENDENT,1
